"imageid","ean","url","alt","is_primary"
"186","5901477131417","https://b2b.geko.pl/zasoby/import/2/216_0_37350.jpg","Imagem do produto","true"
"187","5901477131417","https://b2b.geko.pl/zasoby/import/2/216_1_37351.jpg","Imagem do produto","false"
"188","5901477131424","https://b2b.geko.pl/zasoby/import/2/217_0_37352.jpg","Imagem do produto","true"
"189","5901477131431","https://b2b.geko.pl/zasoby/import/2/218_0_37353.jpg","Imagem do produto","true"
"190","5901477131448","https://b2b.geko.pl/zasoby/import/2/219_0_18511366.jpg","Imagem do produto","true"
"191","5901477131448","https://b2b.geko.pl/zasoby/import/2/219_1_18511367.jpg","Imagem do produto","false"
"192","5901477131448","https://b2b.geko.pl/zasoby/import/2/219_1_18511368.jpg","Imagem do produto","false"
"193","5901477131455","https://b2b.geko.pl/zasoby/import/2/220_0_18511370.jpg","Imagem do produto","true"
"194","5901477131455","https://b2b.geko.pl/zasoby/import/2/220_1_18511371.jpg","Imagem do produto","false"
"195","5901477131455","https://b2b.geko.pl/zasoby/import/2/220_1_18511372.jpg","Imagem do produto","false"
"196","5901477131462","https://b2b.geko.pl/zasoby/import/2/221_0_37357.jpg","Imagem do produto","true"
"197","5901477131479","https://b2b.geko.pl/zasoby/import/2/222_0_37358.jpg","Imagem do produto","true"
"198","5901477131479","https://b2b.geko.pl/zasoby/import/2/222_1_37359.jpg","Imagem do produto","false"
"199","5901477131486","https://b2b.geko.pl/zasoby/import/2/223_0_37360.jpg","Imagem do produto","true"
"200","5901477131493","https://b2b.geko.pl/zasoby/import/2/224_1_37362.jpg","Imagem do produto","true"
"201","5901477131509","https://b2b.geko.pl/zasoby/import/2/225_0_37363.jpg","Imagem do produto","true"
"202","5901477131516","https://b2b.geko.pl/zasoby/import/2/226_0_37364.jpg","Imagem do produto","true"
"203","5901477131516","https://b2b.geko.pl/zasoby/import/2/226_1_37365.jpg","Imagem do produto","false"
"204","5901477131523","https://b2b.geko.pl/zasoby/import/2/227_1_37367.jpg","Imagem do produto","true"
"205","5901477131523","https://b2b.geko.pl/zasoby/import/2/227_1_37368.jpg","Imagem do produto","false"
"206","5901477131530","https://b2b.geko.pl/zasoby/import/2/228_0_37369.jpg","Imagem do produto","true"
"207","5901477142031","https://b2b.geko.pl/zasoby/import/3/331_0_37218.jpg","Imagem do produto","true"
"208","5901477142048","https://b2b.geko.pl/zasoby/import/3/332_0_26.jpg","Imagem do produto","true"
"209","5901477142048","https://b2b.geko.pl/zasoby/import/3/332_1_27.jpg","Imagem do produto","false"
"210","5901477142055","https://b2b.geko.pl/zasoby/import/3/333_0_28.jpg","Imagem do produto","true"
"211","5901477142062","https://b2b.geko.pl/zasoby/import/3/334_0_29.jpg","Imagem do produto","true"
"212","5901477142079","https://b2b.geko.pl/zasoby/import/3/335_0_30.jpg","Imagem do produto","true"
"213","5901477142079","https://b2b.geko.pl/zasoby/import/3/335_1_31.jpg","Imagem do produto","false"
"214","5901477142086","https://b2b.geko.pl/zasoby/import/3/336_0_32.jpg","Imagem do produto","true"
"215","5901477142093","https://b2b.geko.pl/zasoby/import/3/337_0_33.jpg","Imagem do produto","true"
"216","5901477142109","https://b2b.geko.pl/zasoby/import/3/338_0_34.jpg","Imagem do produto","true"
"217","5901477142116","https://b2b.geko.pl/zasoby/import/3/339_0_5083190.jpg","Imagem do produto","true"
"218","5901477142123","https://b2b.geko.pl/zasoby/import/3/340_0_5083192.jpg","Imagem do produto","true"
"219","5901477142123","https://b2b.geko.pl/zasoby/import/3/340_1_5083193.jpg","Imagem do produto","false"
"220","5901477142130","https://b2b.geko.pl/zasoby/import/3/341_0_5083195.jpg","Imagem do produto","true"
"221","5901477142147","https://b2b.geko.pl/zasoby/import/3/342_0_5083197.jpg","Imagem do produto","true"
"222","5901477142147","https://b2b.geko.pl/zasoby/import/3/342_1_5083198.jpg","Imagem do produto","false"
"223","5901477142154","https://b2b.geko.pl/zasoby/import/3/343_0_5083200.jpg","Imagem do produto","true"
"224","5901477142161","https://b2b.geko.pl/zasoby/import/3/344_0_5083202.jpg","Imagem do produto","true"
"225","5901477142161","https://b2b.geko.pl/zasoby/import/3/344_1_5083203.jpg","Imagem do produto","false"
